Index	Gene	PCC	KLS Degree	KSS Degree
109	GRMZM2G113250	-0.258065748022	0	18
110	GRMZM2G312974	0.159742314144	12	0
111	GRMZM2G103755	0.381249259082	14	0
112	GRMZM2G080524	0.446887543202	6	0
113	GRMZM2G094444	0.556634350911	97	2
114	GRMZM2G082019	0.412119153272	14	0
115	GRMZM2G071441	0.482625338708	9	1
116	GRMZM2G117030	0.593663520086	13	0
117	GRMZM2G131539	0.495093785953	6	0
118	GRMZM2G101282	0.430192234283	5	0
119	GRMZM2G090980	0.436701716669	6	0
120	GRMZM2G081585	0.125918779589	7	0
121	GRMZM2G053781	0.550022223309	5	0
122	GRMZM2G435338	0.501277126937	6	0
123	GRMZM2G063322	0.130640671468	12	0
124	GRMZM2G047274	0.575775955137	8	0
125	GRMZM2G064374	0.0981160893179	5	0
126	GRMZM2G000393	0.564562982045	11	0
127	GRMZM2G066153	0.301838801587	0	6
128	GRMZM5G895188	0.520498138858	0	8
129	GRMZM2G068255	0.179802113501	11	0
130	GRMZM2G464782	0.396046366752	18	40
131	AC234160.1_FG001	0.325681174089	11	0
132	GRMZM2G148985	0.592044210204	2	19
133	GRMZM2G147014	0.585104779625	6	0
134	GRMZM2G385182	0.33054007564	6	0
135	GRMZM2G072219	0.294184285213	26	0
136	GRMZM2G043932	0.449747986004	7	0
137	GRMZM2G386276	0.591045442542	6	0
138	GRMZM2G068665	0.317139840974	0	21
139	GRMZM2G154278	0.0149032475265	17	1
140	GRMZM2G344279	0.0311395690569	13	0
141	GRMZM2G040030	0.453585200671	0	18
142	GRMZM2G087150	0.537101626271	12	0
143	GRMZM2G123585	0.34530151467	9	0
144	GRMZM2G169207	0.430048333512	6	0
145	GRMZM2G046011	0.538434689716	13	0
146	GRMZM2G146278	0.555680983921	7	0
147	GRMZM2G439201	0.510779058203	2	5
148	GRMZM2G336875	0.597912808925	34	0
149	GRMZM2G153984	0.544703014419	11	0
150	GRMZM2G127117	0.500105172404	20	0
151	GRMZM2G027995	0.479622829869	5	2
152	GRMZM2G321420	0.195258754412	15	0
153	GRMZM2G082785	0.186712558858	21	0
154	GRMZM2G114380	0.136223578842	7	1
155	GRMZM2G181194	0.146355380172	9	40
156	GRMZM2G312661	0.436106645537	6	0
157	GRMZM2G418343	0.547477818609	9	0
158	GRMZM2G142919	0.584105261365	8	0
159	GRMZM5G872373	0.577658676587	6	0
160	GRMZM2G143086	0.57562831692	0	10
161	GRMZM2G016447	0.159233408672	9	0
162	GRMZM2G176977	0.566141648976	8	0
163	GRMZM2G091595	-0.272019642118	10	0
164	GRMZM2G152925	0.569217644806	13	48
165	GRMZM2G434533	0.335078095729	6	0
166	AC203366.4_FG001	0.186751763968	6	0
167	GRMZM2G092627	0.192534367149	7	0
168	GRMZM2G055172	0.317790653982	23	0
169	GRMZM2G451975	0.508262125641	8	0
170	GRMZM2G448715	-0.111959239345	18	0
171	GRMZM2G084325	0.571435668938	18	0
172	AC233910.1_FG005	0.312340158482	5	1
173	GRMZM2G379913	0.168319516994	13	0
174	GRMZM2G007385	0.28584326564	2	11
175	GRMZM2G153797	0.164524335514	10	0
176	GRMZM2G147687	0.431240969031	9	0
177	GRMZM2G086486	0.538459312367	6	0
178	GRMZM2G052435	0.571953062272	2	5
179	GRMZM2G070259	0.545243292323	0	6
180	GRMZM2G035741	0.0375417108762	6	0
181	GRMZM2G004382	0.194484770787	0	30
182	GRMZM2G370162	0.491956033104	6	0
183	GRMZM2G147716	0.573487744874	9	0
184	GRMZM2G072406	0.508507796751	32	1
185	GRMZM2G126808	0.514970040348	18	0
186	GRMZM2G060357	0.555261560775	11	0
187	GRMZM2G014069	0.520551638556	0	10
188	GRMZM2G137176	0.0581842777406	7	0
189	GRMZM2G095905	0.462599357001	6	0
190	GRMZM2G115574	-0.12817336986	9	0
191	GRMZM2G016097	0.594159932141	65	1
192	GRMZM2G700926	0.596090905	1	9
193	GRMZM2G093826	0.392810577416	5	0
194	GRMZM2G180889	0.556916196098	10	0
195	GRMZM2G081829	0.59392211562	5	0
196	GRMZM2G331032	0.524484130295	6	0
197	GRMZM2G085967	0.587165813052	10	0
198	GRMZM2G076524	0.540043603479	7	2
199	GRMZM5G825515	0.393347364388	26	0
200	GRMZM2G331533	0.225143676635	5	0
201	GRMZM2G159397	0.544965391359	11	2
202	GRMZM2G105996	0.575943809235	0	8
203	GRMZM2G131280	0.509399083896	7	0
204	GRMZM2G005710	0.590150343036	20	0
205	GRMZM2G107562	0.596462420232	7	0
206	GRMZM2G135893	0.50635174175	4	42
207	GRMZM2G020438	0.259075391623	5	0
208	GRMZM2G334165	0.456495223377	9	0
209	GRMZM2G159643	0.524040395366	6	0
210	GRMZM2G079746	0.507515504638	9	1
211	GRMZM2G440221	0.5694932827	5	0
212	GRMZM2G028313	0.554752610434	11	1
213	GRMZM2G156476	0.479498811245	11	0
214	GRMZM2G075513	0.52060578871	8	0
215	GRMZM2G177937	0.485096018366	6	0
216	GRMZM2G015989	0.553691310504	2	8
217	GRMZM2G369931	0.553811460493	0	20
218	GRMZM2G077541	0.542110232753	27	0
219	GRMZM2G349554	0.106050927661	13	0
220	GRMZM2G084727	0.551281433705	31	0
221	GRMZM2G431350	0.286965369073	38	0
222	GRMZM2G125893	0.439836375142	5	0
223	GRMZM2G075676	0.422016073445	0	8
224	GRMZM5G835677	0.105834165417	7	0
225	GRMZM2G130332	0.510315268173	2	7
226	GRMZM2G101020	0.590748959631	2	9
227	GRMZM2G085678	0.577175719041	7	0
228	GRMZM2G006117	0.478041016818	5	0
229	GRMZM2G107302	0.416910719624	11	0
230	GRMZM2G104843	0.572867711131	13	1
231	GRMZM2G070659	0.593966533035	7	0
232	GRMZM5G898755	0.39771211355	8	0
233	GRMZM2G093359	0.299059397432	7	19
234	GRMZM2G477879	0.103184360771	11	0
235	GRMZM2G017110	0.459397141826	20	0
236	GRMZM2G466833	0.553555372303	6	4
237	GRMZM2G119079	0.191303445247	8	0
238	GRMZM2G084938	0.501063931092	7	0
239	GRMZM2G056702	0.372665123571	6	0
240	GRMZM2G146994	0.575219738606	6	0
241	GRMZM2G070378	-0.0456569379326	7	0
242	GRMZM2G028955	0.522082044288	8	0
243	GRMZM2G175101	0.477893267396	19	0
244	GRMZM2G048117	0.576532664245	6	0
245	GRMZM2G044023	0.467648023014	1	22
246	GRMZM2G149281	0.136156794038	5	0
247	GRMZM2G012284	0.525670524518	5	0
248	GRMZM2G103937	0.533411271661	11	0
249	AC216353.2_FG005	0.577509233332	8	0
250	GRMZM2G089491	0.479422771474	9	1
251	GRMZM5G844562	0.559160463952	9	0
252	GRMZM2G108057	0.281788963336	7	0
253	GRMZM5G850607	0.504545776192	0	5
254	GRMZM2G139805	-0.0280861063573	16	12
255	GRMZM2G073290	0.346751887926	21	1
256	GRMZM2G143780	0.239273693316	9	0
257	GRMZM2G168629	0.552272765526	5	2
258	GRMZM2G460078	0.599581310905	11	1
259	GRMZM2G113655	0.218052532233	12	0
260	GRMZM2G376416	0.589993613755	51	0
261	GRMZM2G014276	-0.098372913478	7	2
262	GRMZM2G071630	0.51327316904	8	0
263	GRMZM2G099657	0.263888314346	79	0
264	GRMZM2G032505	0.129379459548	8	0
265	GRMZM2G168330	0.569245074438	4	19
266	GRMZM2G382914	0.00144098769005	6	0
267	GRMZM2G070126	0.3020757894	8	0
268	GRMZM2G014116	0.458089449908	0	5
