Index	Gene	PCC	KLS Degree	KSS Degree
53	GRMZM2G093789	0.0924987200487	3	0
54	GRMZM2G128865	0.249168764428	3	0
55	GRMZM5G856738	0.233646699673	6	0
56	GRMZM2G370162	0.491956033104	6	0
57	GRMZM2G014276	-0.098372913478	7	2
58	GRMZM2G057247	0.117264092697	3	0
59	GRMZM2G070126	0.3020757894	8	0
60	GRMZM2G385182	0.33054007564	6	0
61	GRMZM2G434533	0.335078095729	6	0
62	GRMZM2G123371	0.497748973424	233	0
63	GRMZM5G898915	0.302348870295	4	0
64	GRMZM2G147869	0.148521787759	11	0
65	GRMZM2G056702	0.372665123571	6	0
66	GRMZM2G344279	0.0311395690569	13	0
67	GRMZM2G027995	0.479622829869	5	2
68	GRMZM2G327311	0.0851792950284	3	0
69	GRMZM2G153602	0.0787600958043	4	0
70	GRMZM2G044947	0.449060378202	7	0
71	GRMZM2G014116	0.458089449908	0	5
72	GRMZM2G103755	0.381249259082	14	0
73	GRMZM2G010836	0.30406008281	4	0
74	GRMZM2G091155	0.479947623522	3	0
75	GRMZM2G047699	0.369844023901	4	0
76	GRMZM2G406043	-0.064686969148	4	0
77	GRMZM2G137176	0.0581842777406	7	0
78	GRMZM2G127404	0.416736407883	3	0
79	GRMZM2G107302	0.416910719624	11	0
80	GRMZM2G312661	0.436106645537	6	0
81	GRMZM2G078174	0.494401295976	3	0
82	GRMZM2G179732	0.34973208934	3	0
83	GRMZM5G824439	0.410482248428	4	0
84	GRMZM2G064374	0.0981160893179	5	0
85	GRMZM2G080176	0.233112706571	3	0
86	GRMZM2G483779	0.0943214651004	4	0
87	GRMZM2G048353	0.400709407698	3	0
88	GRMZM2G007871	0.446860468929	3	0
89	GRMZM2G349554	0.106050927661	13	0
90	GRMZM2G406170	0.37403590488	42	0
91	GRMZM2G136143	0.398803247152	3	0
92	GRMZM2G110279	0.484192578679	3	0
93	GRMZM2G110378	0.400688289742	7	3
94	GRMZM2G379913	0.168319516994	13	0
95	GRMZM2G143008	0.445249535906	4	0
96	GRMZM2G080524	0.446887543202	6	0
97	GRMZM2G094705	0.408560773904	0	6
98	GRMZM2G137120	0.408155694632	0	4
99	GRMZM2G071871	0.408335776148	3	0
100	GRMZM2G412150	0.255216549204	5	0
101	GRMZM2G181194	0.146355380172	9	40
102	GRMZM2G142266	0.472849896884	0	3
103	GRMZM2G177447	0.306960438106	3	0
104	GRMZM2G175101	0.477893267396	19	0
105	AC205982.3_FG014	0.404345531374	6	0
106	GRMZM2G108677	0.233041029087	4	0
107	GRMZM2G416142	0.175753542187	4	0
108	GRMZM2G071808	0.355406059029	14	0
109	GRMZM2G092627	0.192534367149	7	0
110	GRMZM2G028132	0.359044786715	7	0
111	GRMZM2G342515	0.412354049449	6	0
112	GRMZM2G087413	0.17919476527	12	0
113	GRMZM2G379540	0.455220385346	6	0
114	GRMZM2G168119	0.0803918088997	21	5
115	GRMZM2G398527	0.471795645346	3	1
116	AC203366.4_FG001	0.186751763968	6	0
117	GRMZM2G010460	0.467281408483	11	0
118	GRMZM2G448715	-0.111959239345	18	0
119	GRMZM5G820996	0.433100036992	0	4
120	GRMZM2G071441	0.482625338708	9	1
121	GRMZM5G800734	0.202853972252	3	0
122	GRMZM2G113250	-0.258065748022	0	18
123	GRMZM2G035741	0.0375417108762	6	0
124	GRMZM2G142315	0.467211020382	8	0
125	GRMZM2G107299	0.488221951064	4	0
126	GRMZM5G825854	0.459315068832	3	0
127	GRMZM2G105184	0.17608347725	4	0
128	GRMZM2G099657	0.263888314346	79	0
129	AC182617.3_FG001	0.478660961092	3	0
130	GRMZM2G066222	0.456414733655	0	3
131	GRMZM2G150901	0.254344763161	4	0
132	GRMZM2G131539	0.495093785953	6	0
133	GRMZM2G062552	0.463251498387	3	0
134	GRMZM5G843972	0.396864169842	33	0
135	GRMZM2G304108	0.433275967877	3	0
136	GRMZM2G058498	0.475797787714	10	0
137	GRMZM2G107196	0.0492592132274	3	0
138	GRMZM2G147687	0.431240969031	9	0
139	GRMZM2G082785	0.186712558858	21	0
140	GRMZM2G015238	0.251953003005	8	1
141	GRMZM2G050701	0.270560767204	6	0
142	GRMZM2G382914	0.00144098769005	6	0
143	GRMZM2G473310	0.309522813296	14	0
144	GRMZM2G149281	0.136156794038	5	0
145	GRMZM2G432774	0.425395247634	6	0
146	GRMZM2G106574	0.358338968656	4	0
147	GRMZM2G032505	0.129379459548	8	0
148	GRMZM2G081585	0.125918779589	7	0
149	GRMZM2G075676	0.422016073445	0	8
150	GRMZM2G156476	0.479498811245	11	0
151	GRMZM2G163200	0.324439650559	3	0
152	GRMZM5G825515	0.393347364388	26	0
153	GRMZM2G084587	0.493726375193	7	0
154	GRMZM2G391413	0.115493468998	3	0
155	GRMZM5G898755	0.39771211355	8	0
156	GRMZM2G016447	0.159233408672	9	0
157	GRMZM2G129781	0.361967378652	3	0
158	GRMZM2G091595	-0.272019642118	10	0
159	GRMZM2G153797	0.164524335514	10	0
160	GRMZM2G020438	0.259075391623	5	0
161	GRMZM2G358311	0.436012046176	0	3
162	GRMZM2G093359	0.299059397432	7	19
163	GRMZM2G443447	0.234827310595	6	0
164	GRMZM2G056393	0.495179225055	4	0
165	GRMZM2G322493	0.271980035286	3	0
166	GRMZM2G457309	0.414876644956	9	0
167	GRMZM2G382413	0.478565433167	34	2
168	GRMZM2G098331	0.427692827737	3	0
169	GRMZM2G048371	0.227167739771	2	4
170	GRMZM2G007385	0.28584326564	2	11
171	GRMZM5G828630	0.0393234508798	5	0
172	GRMZM2G059117	0.487272393455	37	0
173	AC217887.3_FG005	0.488653727486	0	3
174	GRMZM2G438602	0.191533024398	3	0
175	GRMZM2G412492	0.283355308986	3	0
176	GRMZM2G070378	-0.0456569379326	7	0
177	GRMZM2G055621	0.496267934599	3	0
178	GRMZM2G043932	0.449747986004	7	0
179	GRMZM2G108057	0.281788963336	7	0
180	AC234160.1_FG001	0.325681174089	11	0
181	GRMZM2G090904	0.407379280368	4	0
182	GRMZM2G176780	0.0454552419298	4	0
183	GRMZM2G438938	0.179733429178	13	0
184	GRMZM2G089491	0.479422771474	9	1
185	GRMZM2G331533	0.225143676635	5	0
186	AC211652.4_FG002	0.484576090778	4	0
187	GRMZM2G134020	0.165042106632	3	0
188	GRMZM2G312974	0.159742314144	12	0
189	GRMZM2G068665	0.317139840974	0	21
190	GRMZM2G006117	0.478041016818	5	0
191	GRMZM2G347583	0.377552867464	4	0
192	GRMZM2G169207	0.430048333512	6	0
193	GRMZM2G456471	0.411837756953	6	0
194	GRMZM2G431350	0.286965369073	38	0
195	GRMZM2G004908	0.219401791224	11	0
196	GRMZM2G090980	0.436701716669	6	0
197	GRMZM2G029382	-0.0142882362446	4	0
198	AC233910.1_FG005	0.312340158482	5	1
199	GRMZM2G068255	0.179802113501	11	0
200	GRMZM2G093826	0.392810577416	5	0
201	GRMZM2G175549	0.19768691831	8	0
202	GRMZM2G367023	0.481611949595	4	0
203	GRMZM2G154278	0.0149032475265	17	1
204	GRMZM2G085295	0.23061603313	3	0
205	GRMZM2G700148	0.0133104191705	12	0
206	GRMZM2G044023	0.467648023014	1	22
207	GRMZM2G066153	0.301838801587	0	6
208	GRMZM2G178576	0.441464218654	3	1
209	GRMZM2G154211	0.296995401938	3	0
210	AC215244.3_FG002	0.369629034066	3	2
211	GRMZM2G003883	0.300288118385	4	0
212	GRMZM2G321420	0.195258754412	15	0
213	GRMZM2G038677	-0.419420400963	6	0
214	GRMZM2G125893	0.439836375142	5	0
215	GRMZM2G095905	0.462599357001	6	0
216	GRMZM2G029396	0.416512390043	2	32
217	GRMZM2G040030	0.453585200671	0	18
218	GRMZM2G111818	0.443021190029	11	1
219	GRMZM2G126010	0.308474848446	12	0
220	GRMZM2G095326	0.480577357173	4	0
221	GRMZM2G128832	0.333438462653	47	0
222	GRMZM2G159002	0.47613668346	4	0
223	GRMZM2G075630	0.478265397576	3	0
224	GRMZM2G128171	0.279812717053	6	0
225	GRMZM2G027794	0.450590643826	4	0
226	GRMZM2G053588	0.24399460772	4	0
227	GRMZM2G057823	0.3728266882	4	0
